"id";"change";"budget_type";"bol_number";"pcs_number";"user";"date";"note";"driver_id";"is_edited";"current_rate";"original_rate";"total_miles"
912;-50.0;"D";"100759";"";"hannah";"2022-08-31 12:21:13.419670";"";35;0;1500.0;1450.0;620
913;300.0;"D";"1162GC3CC";"";"hannah";"2022-08-31 12:22:43.728877";"";28;0;2300.0;2600.0;610
914;-100.0;"D";"";"";"alex";"2022-08-31 15:05:13.188229";"";54;1;3600.0;3500.0;1511
915;100.0;"D";"";"";"alex";"2022-08-31 15:05:50.353847";"";56;0;2300.0;2400.0;740
916;-200.0;"D";"";"";"alex";"2022-08-31 15:06:21.853665";"";65;0;5000.0;4800.0;2239
917;0.0;"D";"";"";"alex";"2022-08-31 15:06:56.290709";"";59;0;3500.0;3500.0;1460
918;-300.0;"D";"";"";"alex";"2022-08-31 15:07:24.197068";"";59;0;1500.0;1200.0;517
919;0.0;"D";"";"";"alex";"2022-08-31 15:05:13.188229";"";54;0;1800.0;1800.0;516
920;-100.0;"D";"";"";"alex";"2022-08-31 15:09:10.091415";"";56;0;3600.0;3500.0;1511
921;-100.0;"D";"TNA-14899";"108370";"max";"2022-08-31 15:14:46.465244";"";7;0;1500.0;1400.0;600
922;51.14;"S";"1149Q6P1J";"";"james";"2022-08-31 15:24:28.081739";"";46;0;1227.38;1278.52;471
923;158.58;"L";"112GNNHP2";"";"simon-john";"2022-08-31 15:34:16.478641";"";51;0;2000.0;2158.58;548
924;100.0;"D";"1202927";"";"simon-john";"2022-08-31 15:34:51.870843";"";51;0;1700.0;1800.0;518
925;-19.07;"L";"114VBTCGL";"";"simon-john";"2022-08-31 15:35:35.129135";"";51;0;2200.0;2180.93;548
926;32.24;"D";"1164H65JW";"";"simon-john";"2022-08-31 15:37:17.009906";"";43;0;1540.0;1572.24;414
927;-200.0;"D";"4597634";"";"simon-john";"2022-08-31 15:38:13.783731";"";43;0;1500.0;1300.0;526
928;0.0;"D";"YYY000gh429";"";"simon-john";"2022-08-31 15:39:03.140855";"";43;0;1500.0;1500.0;530
929;0.0;"D";"1124K5JVK";"";"simon-john";"2022-08-31 15:41:10.610317";"";66;0;2000.0;2000.0;620
930;0.0;"D";"1203394";"";"simon-john";"2022-08-31 15:41:49.889275";"";66;0;1800.0;1800.0;530
931;200.0;"D";"9626982";"";"simon-john";"2022-08-31 15:42:25.564878";"";66;0;1800.0;2000.0;452
932;158.58;"L";"111MG2KWC";"";"simon-john";"2022-08-31 15:45:18.870294";"";38;0;2000.0;2158.58;558
933;-200.0;"D";"4017748";"";"simon-john";"2022-08-31 15:46:22.885787";"";38;0;1300.0;1100.0;544
934;158.58;"L";"116FJLK6V";"";"simon-john";"2022-08-31 15:47:05.182577";"";38;0;2000.0;2158.58;558
935;0.0;"D";"1203393";"";"simon-john";"2022-08-31 15:48:21.201337";"";38;0;1800.0;1800.0;520
936;-41.42;"L";"1122MN1WD";"";"simon-john";"2022-08-31 15:49:09.260821";"";38;0;2200.0;2158.58;545
937;-200.0;"D";"8G70904";"";"simon-john";"2022-08-31 15:52:01.023645";"";30;0;1500.0;1300.0;501
938;200.0;"D";"112DGQHVT";"";"simon-john";"2022-08-31 15:52:45.014889";"";30;0;2400.0;2600.0;608
939;200.0;"D";"1203395";"";"simon-john";"2022-08-31 15:53:23.618612";"";30;0;1600.0;1800.0;530
940;100.0;"D";"12166806";"";"simon-john";"2022-08-31 15:57:36.806558";"";42;0;2200.0;2300.0;554
941;100.0;"D";"1202926";"";"simon-john";"2022-08-31 15:58:10.877360";"";42;0;1700.0;1800.0;517
942;0.0;"D";"27473576";"";"simon-john";"2022-08-31 15:59:05.265691";"";42;0;2500.0;2500.0;757
943;0.0;"D";"115TZ5YKC";"";"simon-john";"2022-08-31 16:00:17.141937";"";25;0;1726.69;1726.69;474
944;0.0;"D";"7318108";"";"simon-john";"2022-08-31 16:00:50.061146";"";25;0;1050.0;1050.0;415
945;0.0;"D";"3000010259";"";"simon-john";"2022-08-31 16:01:28.828621";"";25;0;2500.0;2500.0;750
946;0.0;"D";"1203365";"";"simon-john";"2022-08-31 16:01:49.532390";"";25;0;1800.0;1800.0;515
947;0.0;"D";"115LSJ44X";"";"simon-john";"2022-08-31 16:02:26.877622";"";25;0;1600.0;1600.0;418
948;-100.0;"D";"0828601";"";"simon-john";"2022-08-31 16:03:39.303478";"";47;0;2700.0;2600.0;885
949;0.0;"D";"2195063";"";"simon-john";"2022-08-31 16:04:21.387204";"";47;0;1500.0;1500.0;488
950;200.0;"D";"4226929";"";"simon-john";"2022-08-31 16:05:35.051592";"";47;0;2500.0;2700.0;654
951;100.0;"D";"C1684";"108423";"ulugbek";"2022-09-01 07:27:55.052551";"";14;0;1800.0;1900.0;460
952;100.0;"D";"C1683";"108410";"ulugbek";"2022-09-01 07:28:15.538696";"";8;0;1800.0;1900.0;460
953;-150.0;"D";"3303201";"108411";"ulugbek";"2022-09-01 07:28:59.458692";"";6;0;1250.0;1100.0;453
954;-200.0;"D";"16759";"108412";"ulugbek";"2022-09-01 07:29:30.454428";"";44;0;1600.0;1400.0;605
955;-750.0;"D";"1127Xdw5Q";"";"ulugbek";"2022-09-01 07:30:10.328890";"";61;0;2750.0;2000.0;620
